Customer ID,Customer Name,Account Status,Latitude,Longitude,Report Address,Location,Company,Customer Type,Time Updated,Time Created
9583,WALGREENS #2462,Active,30.272915,-97.698443,"WALGREENS #2462, 1144 AIRPORT BLVD, AUSTIN, TX 78702",Austin,Chaparral,Drug*,8/21/2025 11:24 PM,1/10/2011 6:50 PM
9588,WALGREENS #3341,Active,30.208127,-97.782228,"WALGREENS #3341, 5600 S 1ST ST, AUSTIN, TX 78745",Austin,Chaparral,Drug*,8/21/2025 11:24 PM,1/10/2011 6:50 PM
9590,WALGREENS #3724,Active,30.174228,-97.823046,"WALGREENS #3724, 9801 MANCHACA RD, AUSTIN, TX 78748",Austin,Chaparral,Drug*,8/21/2025 11:24 PM,1/10/2011 6:50 PM
9592,WALGREENS #4458,Active,30.213871,-97.831663,"WALGREENS #4458, 3601 W WILLIAM CANNON DR, AUSTIN, TX 78749",Austin,Chaparral,Drug*,8/21/2025 11:24 PM,1/10/2011 6:50 PM
9602,WALGREENS #6050,Active,30.280133,-97.806602,"WALGREENS #6050, 3700 BEE CAVE RD, AUSTIN, TX 78746",Austin,Chaparral,Drug*,8/21/2025 11:24 PM,1/10/2011 6:50 PM
9605,WALGREENS #6649,Active,30.402319,-97.853822,"WALGREENS #6649, 6911 RANCH ROAD 620 N, AUSTIN, TX 78732",Austin,Chaparral,Drug*,8/21/2025 3:01 AM,1/10/2011 6:50 PM
9656,SPEEDY STOP #1219,Active,30.304551,-97.699047,"SPEEDY STOP #1219, 1660 E 51ST ST, AUSTIN, TX 78723",Austin,Chaparral,Convenience*,8/21/2025 3:01 AM,1/10/2011 6:50 PM
9661,7 ELEVEN #36565,Active,30.295852,-97.82997,"7 ELEVEN #36565, 6111 BEE CAVE RD, AUSTIN, TX 78746",Austin,Chaparral,Convenience*,8/21/2025 3:01 AM,1/10/2011 6:50 PM
9914,7 ELEVEN #36564,Active,30.403585,-97.854771,"7 ELEVEN #36564, 7002 RANCH ROAD 620 N, AUSTIN, TX 78732",Austin,Chaparral,Convenience*,8/21/2025 11:24 PM,1/10/2011 6:52 PM
9942,COSTCO #641,Active,30.218766,-97.843026,"COSTCO #641, 4301 W WILLIAM CANNON DR, AUSTIN, TX 78749-1473",Austin,Chaparral,Wholesale Club*,8/21/2025 3:01 AM,1/10/2011 6:52 PM
9957,COUNTRY CORNER (WATTERSON RD),Active,30.042706,-97.328827,"COUNTRY CORNER (WATTERSON RD), 108 WATTERSON RD, BASTROP, TX 78602",Austin,Chaparral,Convenience*,8/21/2025 3:01 AM,1/10/2011 6:52 PM
19087,SPICEWOOD GENERAL STORE,Active,30.4622666,-98.1597189,"SPICEWOOD GENERAL STORE, 9418 State Hwy 71, SPICEWOOD, TX 78669",Austin,Chaparral,Convenience*,8/21/2025 11:24 PM,1/10/2011 6:53 PM
19116,SPEEDY STOP #105,Active,30.07939129999999,-97.822391,"SPEEDY STOP #105, 5065 ROYSTON ROAD, BUDA, TX 78610",Austin,Chaparral,Convenience*,8/21/2025 11:24 PM,1/10/2011 6:53 PM
19141,CVS #3881,Active,30.172545,-97.798705,"CVS #3881, 520 W SLAUGHTER LN, AUSTIN, TX 78748",Austin,Chaparral,Drug*,8/21/2025 3:01 AM,1/10/2011 6:53 PM
19142,FIESTA CONV. #164,Active,30.200478,-97.764165,"FIESTA CONV. #164, 5510 S INTERSTATE 35, AUSTIN, TX 78745",Austin,Chaparral,Convenience*,8/21/2025 11:24 PM,1/10/2011 6:53 PM
19180,CHAMPS FOOD MART,Active,30.227584,-97.727286,"CHAMPS FOOD MART, 2433 S PLEASANT VALLEY RD, AUSTIN, TX 78741",Austin,Chaparral,Convenience*,8/21/2025 11:24 PM,1/10/2011 6:54 PM
19239,MURPHY USA #7395,Active,30.0880574,-97.8233688,"MURPHY USA #7395, 1615 MAIN ST, BUDA, TX 78610",Austin,Chaparral,Convenience*,8/21/2025 11:24 PM,1/10/2011 6:54 PM
19279,WALGREENS #11272,Active,30.307466,-97.931241,"WALGREENS #11272, 12200 BEE CAVE PKWY, AUSTIN, TX 78738",Austin,Chaparral,Drug*,8/21/2025 11:24 PM,1/10/2011 6:54 PM
19287,BREAD BASKET (PEARCE),Active,30.169316,-97.62185,"BREAD BASKET (PEARCE), 12800 PEARCE LN, DEL VALLE, TX 78617",Austin,Chaparral,Convenience*,8/21/2025 11:24 PM,1/10/2011 6:54 PM
19349,OLTORF FOOD MART,Active,30.229595,-97.731501,"OLTORF FOOD MART, 2225 E OLTORF ST, AUSTIN, TX 78741",Austin,Chaparral,Convenience*,8/21/2025 11:24 PM,1/10/2011 6:55 PM
19350,QUICK N SAVE,Active,30.4044128,-98.0630674,"QUICK N SAVE, 1002 PACE BEND RD S, SPICEWOOD, TX 78669",Austin,Chaparral,Convenience*,8/21/2025 11:24 PM,1/10/2011 6:55 PM
19399,WALGREENS #11097,Active,30.334076,-97.739542,"WALGREENS #11097, 5819 BURNET RD, AUSTIN, TX 78756",Austin,Chaparral,Drug*,8/21/2025 11:24 PM,1/10/2011 6:55 PM
19409,DOLLAR GENERAL #6919,Active,30.205956,-98.123394,"DOLLAR GENERAL #6919, 2400 W HIGHWAY 290 STE A, DRIPPING SPRINGS, TX 78620",Austin,Chaparral,Dollar Store*,8/21/2025 11:24 PM,1/10/2011 6:55 PM
19410,DOLLAR GENERAL #7926,Active,29.688423,-96.903111,"DOLLAR GENERAL #7926, 89 N KESSLER AVE, SCHULENBURG, TX 78956",Austin,Chaparral,Dollar Store*,8/21/2025 11:24 PM,1/10/2011 6:55 PM
19411,DOLLAR GENERAL #9715,Active,29.6931162,-97.1028547,"DOLLAR GENERAL #9715, 618 N LA GRANGE ST, FLATONIA, TX 78941",Austin,Chaparral,Dollar Store*,8/21/2025 11:24 PM,1/10/2011 6:55 PM
19425,DOLLAR GENERAL #3692,Active,30.268646,-98.863929,"DOLLAR GENERAL #3692, 601 E MAIN ST, FREDERICKSBURG, TX 78624",Austin,Chaparral,Dollar Store*,8/21/2025 11:24 PM,1/10/2011 6:56 PM
19445,DOLLAR GENERAL #3951,Active,29.879804,-97.938763,"DOLLAR GENERAL #3951, 202 PORTER ST, SAN MARCOS, TX 78666",Austin,Chaparral,Dollar Store*,8/21/2025 11:24 PM,1/10/2011 6:56 PM
19457,WALGREENS #12029,Active,30.191064,-98.08803,"WALGREENS #12029, 27495 RANCH ROAD 12, DRIPPING SPRINGS, TX 78620",Austin,Chaparral,Drug*,8/21/2025 11:24 PM,1/10/2011 6:56 PM
19461,MI PUEBLETO MEAT MARKET,Active,30.289865,-97.627574,"MI PUEBLETO MEAT MARKET, 6575 DECKER LN, AUSTIN, TX 78724",Austin,Chaparral,Convenience*,8/21/2025 11:24 PM,1/10/2011 6:56 PM
19463,TEJAS SMOKE DEPOT,Active,30.279746,-98.908378,"TEJAS SMOKE DEPOT, 1639 W US HIGHWAY 290, FREDERICKSBURG, TX 78624",Austin,Chaparral,Convenience*,8/21/2025 11:24 PM,1/10/2011 6:56 PM
19482,BARTON HILL FOOD MART,Active,30.243665,-97.782805,"BARTON HILL FOOD MART, 2900 S LAMAR BLVD, AUSTIN, TX 78704",Austin,Chaparral,Convenience*,8/21/2025 11:24 PM,1/10/2011 6:56 PM
19515,FRESHVILLE MARKET #1,Active,30.289373,-97.871259,"FRESHVILLE MARKET #1, 2700 BARTON CREEK BLVD STE 160, AUSTIN, TX 78735",Austin,Chaparral,Convenience*,8/21/2025 3:01 AM,1/10/2011 6:56 PM
19518,KYLE FOOD MART_2,Active,29.998497,-97.869904,"KYLE FOOD MART_2, 1203 N OLD HIGHWAY 81, KYLE, TX 78640",Austin,Chaparral,Convenience*,8/21/2025 3:01 AM,1/10/2011 6:56 PM
19547,CVS #1430,Active,30.247717,-97.77011,"CVS #1430, 2101 S LAMAR BLVD UNIT B, AUSTIN, TX 78704",Austin,Chaparral,Drug*,8/21/2025 11:24 PM,1/10/2011 6:57 PM
19557,HWY 95 MARKET & DELI,Active,30.21902,-97.315755,"HWY 95 MARKET & DELI, 1680 HIGHWAY 95 N, BASTROP, TX 78602",Austin,Chaparral,Convenience*,8/21/2025 11:24 PM,1/10/2011 6:57 PM
277798,BREAD BASKET (BUNTON CREEK),Active,30.004424,-97.856982,"BREAD BASKET (BUNTON CREEK), 1030 Bunton Creek Rd, KYLE, TX 78640",Austin,Chaparral,Convenience*,8/21/2025 3:01 AM,5/9/2011 1:11 PM
277859,BOBCAT QUICKIE,Active,29.885045,-97.942248,"BOBCAT QUICKIE, 339 N GUADALUPE ST, SAN MARCOS, TX 78666",Austin,Chaparral,Convenience*,8/21/2025 11:24 PM,6/1/2011 9:03 AM
278144,WALGREENS #13588,Active,30.101456,-97.28409,"WALGREENS #13588, 4201 HWY 71 E, BASTROP, TX 78602",Austin,Chaparral,Drug*,8/21/2025 3:02 AM,10/20/2011 9:35 AM
278213,7 ELEVEN #36641,Active,30.213225,-97.830295,"7 ELEVEN #36641, 3431 W WILLIAM CANNON DR, AUSTIN, TX 78745",Austin,Chaparral,Convenience*,8/21/2025 11:24 PM,11/28/2011 10:43 AM
278215,7 ELEVEN #36642,Active,30.218074,-97.689103,"7 ELEVEN #36642, 7715 E BEN WHITE BLVD, AUSTIN, TX 78744",Austin,Chaparral,Convenience*,8/21/2025 11:24 PM,11/28/2011 11:03 AM
278216,7 ELEVEN #36597,Active,30.235677,-97.840354,"7 ELEVEN #36597, 5445 W HIGHWAY 290, AUSTIN, TX 78735",Austin,Chaparral,Convenience*,8/21/2025 11:24 PM,11/28/2011 11:11 AM
278217,7 ELEVEN #36636,Active,30.23443,-97.742161,"7 ELEVEN #36636, 1320 E OLTORF ST, AUSTIN, TX 78704",Austin,Chaparral,Convenience*,8/21/2025 3:02 AM,11/28/2011 11:15 AM
278221,APPLE GROCERY,Active,30.10462,-97.329009,"APPLE GROCERY, 212 HIGHWAY 71 W, BASTROP, TX 78602",Austin,Chaparral,Convenience*,8/21/2025 11:24 PM,11/28/2011 1:26 PM
278570,CIRCLE K #2704675,Active,30.213537,-97.658674,"CIRCLE K #2704675, 2453 HIGHWAY 71 E, DEL VALLE, TX 78617",Austin,Chaparral,Convenience*,8/21/2025 3:02 AM,5/2/2012 10:36 AM
278582,CIRCLE K #2704687,Active,30.17304,-97.799544,"CIRCLE K #2704687, 606 W SLAUGHTER LN, AUSTIN, TX 78748",Austin,Chaparral,Convenience*,8/21/2025 3:02 AM,5/2/2012 2:14 PM
278586,CIRCLE K #2704691,Active,30.175919,-97.527076,"CIRCLE K #2704691, 2854 STATE HIGHWAY 71 W, CEDAR CREEK, TX 78612",Austin,Chaparral,Convenience*,8/21/2025 3:02 AM,5/2/2012 2:22 PM
278685,7 ELEVEN #35808,Active,30.259126,-97.692631,"7 ELEVEN #35808, 863 AIRPORT BLVD, AUSTIN, TX 78702",Austin,Chaparral,Convenience*,8/21/2025 3:02 AM,5/31/2012 4:34 PM
27863955,ELROY & ROSS MARKET,Active,30.155167,-97.641164,"ELROY & ROSS MARKET, 7200 ELROY RD, DEL VALLE, TX 78617",Austin,Chaparral,Convenience*,8/21/2025 11:24 PM,7/11/2013 7:20 AM
27864037,JD'S SUPERMARKET #6,Active,30.160578,-97.687196,"JD'S SUPERMARKET #6, 9111 FM 812, AUSTIN, TX 78719",Austin,Chaparral,Convenience*,8/21/2025 11:24 PM,8/19/2013 5:55 AM
27864207,STAR STOP #82,Active,30.21405,-97.82968,"STAR STOP #82, 6903 BRODIE LN, AUSTIN, TX 78745",Austin,Chaparral,Convenience*,8/21/2025 11:24 PM,11/13/2013 9:57 AM
27864208,STAR STOP #72,Active,30.20026,-97.684392,"STAR STOP #72, 3404 US HIGHWAY 183 S, AUSTIN, TX 78744",Austin,Chaparral,Convenience*,8/21/2025 3:02 AM,11/13/2013 9:58 AM
27864442,7 ELEVEN #36680,Active,30.289471,-97.707823,"7 ELEVEN #36680, 3848 AIRPORT BLVD, AUSTIN, TX 78722",Austin,Chaparral,Convenience*,8/21/2025 11:24 PM,2/27/2014 4:52 PM
27864901,HOME DEPOT #8454,Active,30.034523,-97.849615,"HOME DEPOT #8454, 3730 KYLE XING 210 STE, KYLE, TX 78640",Austin,Chaparral,Specialty Retail*,8/21/2025 11:24 PM,9/15/2014 7:21 AM
27865086,MI RANCHO MEAT MARKET #3,Active,29.992784,-97.813537,"MI RANCHO MEAT MARKET #3, 798 HIGH RD, KYLE, TX 78640",Austin,Chaparral,Convenience*,8/21/2025 11:24 PM,11/18/2014 8:34 AM
27865088,CHESTNUT EXPRESS,Active,30.110788,-97.317224,"CHESTNUT EXPRESS, 902 CHESTNUT ST, BASTROP, TX 78602",Austin,Chaparral,Convenience*,8/21/2025 3:02 AM,11/18/2014 1:44 PM
27865237,KWIK CHEK #61,Active,30.263566,-98.878774,"KWIK CHEK #61, 1001 HIGHWAY 16 S, FREDERICKSBURG, TX 78624",Austin,Chaparral,Convenience*,8/21/2025 11:24 PM,3/5/2015 9:59 PM
27865465,CVS #10139,Active,30.404872,-97.854387,"CVS #10139, 7300 N FM 620, AUSTIN, TX 78726",Austin,Chaparral,Drug*,8/21/2025 3:02 AM,5/27/2015 5:41 AM
27865466,BREAD BASKET (ROSS RD),Active,30.179433,-97.614868,"BREAD BASKET (ROSS RD), 5200 ROSS RD, DEL VALLE, TX 78617",Austin,Chaparral,Convenience*,8/21/2025 3:02 AM,5/27/2015 5:47 AM
27865629,CVS #10535,Active,30.096615,-97.875643,"CVS #10535, 220 S FM 1626, BUDA, TX 78610",Austin,Chaparral,Drug*,8/21/2025 11:24 PM,7/23/2015 7:22 AM
27867070,DOLLAR GENERAL #16194,Active,30.18237,-97.61273,"DOLLAR GENERAL #16194, 4800 ROSS RD, DEL VALLE, TX 78617",Austin,Chaparral,Dollar Store*,8/21/2025 3:02 AM,10/1/2015 10:26 AM
27867572,FAST BREAK #9,Active,29.882552,-97.946125,"FAST BREAK #9, 204 MOORE ST, SAN MARCOS, TX 78666",Austin,Chaparral,Convenience*,8/21/2025 11:24 PM,2/9/2016 11:17 AM
27867594,SNAX MAX #3,Active,29.892021,-97.941643,"SNAX MAX #3, 799 N LBJ DR, SAN MARCOS, TX 78666",Austin,Chaparral,Convenience*,8/21/2025 11:24 PM,2/15/2016 9:55 AM
27867864,JD SUPERMARKET #7,Active,30.290289,-97.629483,"JD SUPERMARKET #7, 6506 DECKER LN, AUSTIN, TX 78724",Austin,Chaparral,Convenience*,8/21/2025 11:24 PM,4/10/2016 8:17 PM
27868303,OASIS (BURLESON),Active,30.204806,-97.716199,"OASIS (BURLESON), 6311 BURLESON RD, AUSTIN, TX 78744",Austin,Chaparral,Convenience*,8/21/2025 3:02 AM,8/23/2016 6:02 AM
27868524,DOLLAR GENERAL #16198,Active,30.120459,-97.635615,"DOLLAR GENERAL #16198, 13903 FM 812, DEL VALLE, TX 78617",Austin,Chaparral,Dollar Store*,8/21/2025 11:24 PM,11/9/2016 2:37 PM
27868705,POCO LOCO (CR 127),Active,29.998437,-97.819203,"POCO LOCO (CR 127), 201 County Road 127, KYLE, TX 78666",Austin,Chaparral,Convenience*,8/21/2025 11:24 PM,1/30/2017 8:34 AM
27868749,DOLLAR GENERAL #17193,Active,30.139544,-97.566657,"DOLLAR GENERAL #17193, 6751 FM 535, CEDAR CREEK, TX 78612",Austin,Chaparral,Dollar Store*,8/21/2025 11:24 PM,2/21/2017 11:10 AM
27868781,DOLLAR GENERAL #17607,Active,30.004518,-97.432453,"DOLLAR GENERAL #17607, 1735 FM 20, BASTROP, TX 78602",Austin,Chaparral,Dollar Store*,8/21/2025 3:02 AM,3/3/2017 3:25 PM
27868791,POWER STOP #3 (MANCHACA RD),Active,30.186494,-97.816498,"POWER STOP #3 (MANCHACA RD), 8600 Manchaca Rd, AUSTIN, TX 78748",Austin,Chaparral,Convenience*,8/21/2025 11:24 PM,3/13/2017 8:29 AM
27869662,TX C STORE PRO,Active,30.167469,-97.787981,"TX C STORE PRO, 110 SLAUGHTER LN, AUSTIN, TX 78745",Austin,Chaparral,Convenience*,8/21/2025 3:02 AM,9/1/2017 4:50 PM
27869765,BB MARKET,Active,30.158017,-97.210877,"BB MARKET, 106 QUARTER HORSE LOOP, PAIGE, TX 78659",Austin,Chaparral,Convenience*,8/21/2025 11:24 PM,10/26/2017 3:48 PM
27869825,JD'S SUPERMARKET,Active,30.139876,-97.567693,"JD'S SUPERMARKET, 6759 FM 535, CEDAR CREEK, TX 78612",Austin,Chaparral,Convenience*,8/21/2025 11:24 PM,11/29/2017 8:26 AM
27869887,POCO LOCO SUPERMERCADO # 5,Active,29.958585,-97.785849,"POCO LOCO SUPERMERCADO # 5, 9771 CAMINO REAL, UHLAND, TX 78640",Austin,Chaparral,Convenience*,8/21/2025 11:24 PM,12/20/2017 8:46 AM
27869997,7 ELEVEN #257,Active,30.25096,-98.89505,"7 ELEVEN #257, 2204 S STATE HIGHWAY 16, FREDERICKSBURG, TX 78624",Austin,Chaparral,Convenience*,8/21/2025 11:24 PM,1/23/2018 11:13 AM
27870011,7 ELEVEN #1502,Active,29.874006,-97.955629,"7 ELEVEN #1502, 1302 W HOPKINS ST, SAN MARCOS, TX 78666",Austin,Chaparral,Convenience*,8/21/2025 11:24 PM,1/23/2018 11:13 AM
27870230,7 ELEVEN #5203,Active,29.899529,-97.907736,"7 ELEVEN #5203, 1901 N IH35, SAN MARCOS, TX 78666",Austin,Chaparral,Convenience*,8/21/2025 11:24 PM,1/23/2018 11:15 AM
