Customer ID,Customer Name,Territory,Account Status,Customer Type,Report Company Address,Latitude,Longitude,Location,Company
8228,7 ELEVEN #23295,District - G. Moales,Active,Convenience*,"7 ELEVEN #23295, 1814 GUADALUPE ST, AUSTIN, TX 78701",30.281560698268247,-97.74204791901435,Austin,Chaparral
8230,7 ELEVEN #23621,District - G. Moales,Active,Convenience*,"7 ELEVEN #23621, 2820 S LAMAR BLVD, AUSTIN, TX 78704",30.244082,-97.782217,Austin,Chaparral
8231,7 ELEVEN #23807,District - I. Velazquez,Active,Convenience*,"7 ELEVEN #23807, 6306 MANCHACA RD, AUSTIN, TX 78745",30.209227,-97.804905,Austin,Chaparral
8233,7 ELEVEN #24008,District - G. Moales,Active,Convenience*,"7 ELEVEN #24008, 5101 N LAMAR BLVD, AUSTIN, TX 78751",30.318825,-97.73039,Austin,Chaparral
8235,7 ELEVEN #24909,District - I. Velazquez,Active,Convenience*,"7 ELEVEN #24909, 8010 BRODIE LN, AUSTIN, TX 78745",30.202996,-97.837841,Austin,Chaparral
8236,7 ELEVEN #25157,District - G. Moales,Active,Convenience*,"7 ELEVEN #25157, 2620 LAKE AUSTIN BLVD, AUSTIN, TX 78703",30.282179,-97.775679,Austin,Chaparral
8242,7 ELEVEN #26353,District - I. Velazquez,Active,Convenience*,"7 ELEVEN #26353, 601 W BEN WHITE BLVD, AUSTIN, TX 78704",30.226163,-97.77015,Austin,Chaparral
8257,ACADEMY #25,District - I. Velazquez,Active,All Other Off Premise*,"ACADEMY #25, 801 E WILLIAM CANNON DR STE 10, AUSTIN, TX 78745-6646",30.1902276,-97.7722747,Austin,Chaparral
8269,AIRPORT EXPRESS,District - I. Velazquez,Active,Convenience*,"AIRPORT EXPRESS, 2777 HIGHWAY 71 E, DEL VALLE, TX 78617",30.210205,-97.6519,Austin,Chaparral
8279,ALL STAR GROCERY,District - I. Velazquez,Active,Convenience*,"ALL STAR GROCERY, 5303 NUCKOLS CROSSING RD, AUSTIN, TX 78744",30.19278,-97.738795,Austin,Chaparral
8280,ALL STAR GROCERY (TERI RD),District - I. Velazquez,Active,Convenience*,"ALL STAR GROCERY (TERI RD), 4600 TERI RD, AUSTIN, TX 78744",30.196921,-97.743341,Austin,Chaparral
8281,ALL STAR GROCERY 1,District - G. Moales,Active,Convenience*,"ALL STAR GROCERY 1, 4619 S CONGRESS AVE, AUSTIN, TX 78745",30.215275,-97.768327,Austin,Chaparral
8292,AROUND THE CORNER STORE,District - G. Moales,Active,Convenience*,"AROUND THE CORNER STORE, 2321 W NORTH LOOP BLVD, AUSTIN, TX 78756",30.324836,-97.743322,Austin,Chaparral
8294,AA FOOD MART #2,District - G. Moales,Active,Convenience*,"AA FOOD MART #2, 4607 LOYOLA LN, AUSTIN, TX 78723",30.309673,-97.667255,Austin,Chaparral
8308,BAR G STORE,District - G. Moales,Active,Convenience*,"BAR G STORE, 1926 STATE HIGHWAY 159, LA GRANGE, TX 78945",29.9194976,-96.854468,Austin,Chaparral
8320,BEN WHITE GAS & BEVERAGES,District - I. Velazquez,Active,Convenience*,"BEN WHITE GAS & BEVERAGES, 2250 E BEN WHITE BLVD, AUSTIN, TX 78741",30.2165003,-97.7391028,Austin,Chaparral
8322,BIG'S #108,District - G. Moales,Active,Convenience*,"BIG'S #108, 10541 US HIGHWAY 281 N, ROUND MOUNTAIN, TX 78663",30.425377,-98.347945,Austin,Chaparral
8323,BERKMAN FOOD MART,District - G. Moales,Active,Convenience*,"BERKMAN FOOD MART, 6615 BERKMAN DR, AUSTIN, TX 78723",30.319363,-97.688903,Austin,Chaparral
8328,BESTOP FOOD MARKET,District - I. Velazquez,Active,Convenience*,"BESTOP FOOD MARKET, 1130 AIRPORT BLVD, AUSTIN, TX 78702",30.267701,-97.696526,Austin,Chaparral
8340,BLUEBONNET FOOD MART,District - G. Moales,Active,Convenience*,"BLUEBONNET FOOD MART, 1701 BLUEBONNET LN, AUSTIN, TX 78704",30.254519,-97.771961,Austin,Chaparral
8341,TEXAN FOOD MART,District - I. Velazquez,Active,Convenience*,"TEXAN FOOD MART, 7612 BLUFF SPRINGS RD, AUSTIN, TX 78744",30.174622,-97.769469,Austin,Chaparral
8349,BREAD BASKET (HOLLY ST),District - I. Velazquez,Active,Convenience*,"BREAD BASKET (HOLLY ST), 1514 HOLLY ST, AUSTIN, TX 78702",30.255185,-97.73045,Austin,Chaparral
8353,BRODIE FOOD MART,District - I. Velazquez,Active,Convenience*,"BRODIE FOOD MART, 7612 BRODIE LN, AUSTIN, TX 78745",30.206896,-97.835455,Austin,Chaparral
8359,BURNET FOOD MART,District - G. Moales,Active,Convenience*,"BURNET FOOD MART, 5300 BURNET RD, AUSTIN, TX 78756",30.326124,-97.739992,Austin,Chaparral
8364,C J FOOD PLAZA,District - G. Moales,Active,Convenience*,"C J FOOD PLAZA, 59 MAIN ST, BLANCO, TX 78606",30.094942,-98.423804,Austin,Chaparral
8366,C MART (KOENIG LN,District - G. Moales,Active,Convenience*,"C MART (KOENIG LN, 1308 W KOENIG LN, AUSTIN, TX 78756",30.330983,-97.731186,Austin,Chaparral
8367,C MART #10,District - G. Moales,Active,Convenience*,"C MART #10, 3008 W SLAUGHTER LN STE B, AUSTIN, TX 78748",30.179559,-97.840225,Austin,Chaparral
8368,C MART #2,District - I. Velazquez,Active,Convenience*,"C MART #2, 7811 S 1ST ST, AUSTIN, TX 78745",30.184078,-97.792089,Austin,Chaparral
8370,C MART #7,District - I. Velazquez,Active,Convenience*,"C MART #7, 5200 E WILLIAM CANNON DR, AUSTIN, TX 78744",30.180468,-97.747589,Austin,Chaparral
8376,CANNON FOODMART,District - I. Velazquez,Active,Convenience*,"CANNON FOODMART, 1719 E WILLIAM CANNON DR, AUSTIN, TX 78744",30.188844,-97.767202,Austin,Chaparral
8378,EZ WAY FOOD MART,District - I. Velazquez,Active,Convenience*,"EZ WAY FOOD MART, 2700 E 7TH ST, AUSTIN, TX 78702",30.260782,-97.711056,Austin,Chaparral
8387,CAVALIER FOOD MARKET,District - G. Moales,Active,Convenience*,"CAVALIER FOOD MARKET, 509 RANCH ROAD 620 S, AUSTIN, TX 78734",30.359415,-97.953862,Austin,Chaparral
8392,GRAB N GO #6 (CHAP),District - G. Moales,Active,Convenience*,"GRAB N GO #6 (CHAP), 12009 W HIGHWAY 290, AUSTIN, TX 78737",30.2109209,-97.9676727,Austin,Chaparral
8408,MR. ZIP #607,District - G. Moales,Active,Convenience*,"MR. ZIP #607, 15359 S INTERSTATE 35 STE A, BUDA, TX 78610",30.0889897,-97.81726239999999,Austin,Chaparral
8412,PRIME FOOD MART,District - I. Velazquez,Active,Convenience*,"PRIME FOOD MART, 601 N INTERSTATE 35, AUSTIN, TX 78702",30.265799,-97.733756,Austin,Chaparral
8413,MR ZIP #603,District - G. Moales,Active,Convenience*,"MR ZIP #603, 3909 S CONGRESS AVE, AUSTIN, TX 78704",30.223641,-97.763143,Austin,Chaparral
8414,POWERSTOP,District - I. Velazquez,Active,Convenience*,"POWERSTOP, 2300 E BEN WHITE BLVD, AUSTIN, TX 78741",30.216381,-97.738351,Austin,Chaparral
8423,MIKE'S MINI MART,District - G. Moales,Active,Convenience*,"MIKE'S MINI MART, 7101 ED BLUESTEIN BLVD, AUSTIN, TX 78723",30.31256,-97.661567,Austin,Chaparral
8424,SUPER MAX,District - G. Moales,Active,Convenience*,"SUPER MAX, 7801 FM 969, AUSTIN, TX 78724",30.279568,-97.645344,Austin,Chaparral
8427,COOL SPOT MART,District - I. Velazquez,Active,Convenience*,"COOL SPOT MART, 400 S CONGRESS AVE, AUSTIN, TX 78704",30.257042,-97.747361,Austin,Chaparral
8429,CHRIS LIQUOR (LAMAR BLVD),District - G. Moales,Active,Liquor*,"CHRIS LIQUOR (LAMAR BLVD), 2203 S LAMAR BLVD, AUSTIN, TX 78704-4740",30.247309,-97.777415,Austin,Chaparral
8433,CIRCLE A STORE,District - G. Moales,Active,Convenience*,"CIRCLE A STORE, 7107 E HIGHWAY 290, AUSTIN, TX 78723",30.321231,-97.679164,Austin,Chaparral
8442,NEU HUB #3,District - G. Moales,Active,Convenience*,"NEU HUB #3, 709 HIGHWAY 71 W STE B, SMITHVILLE, TX 78957",30.046339,-97.183676,Austin,Chaparral
8444,CLINTS LIQUOR #3,District - I. Velazquez,Active,Liquor*,"CLINTS LIQUOR #3, 195 S Hasler Blvd A, BASTROP, TX 78602",30.10577499999999,-97.3353745,Austin,Chaparral
8453,CONOCO JDS #2,District - G. Moales,Active,Convenience*,"CONOCO JDS #2, 6575 DECKER LN, AUSTIN, TX 78724",30.290265,-97.627856,Austin,Chaparral
8454,LOYOLA GROCERIES STORE,District - G. Moales,Active,Convenience*,"LOYOLA GROCERIES STORE, 6710 LOYOLA LN, AUSTIN, TX 78724",30.299506,-97.64565,Austin,Chaparral
8462,CORNER STORE #1300,District - I. Velazquez,Active,Convenience*,"CORNER STORE #1300, 6306 E RIVERSIDE DR, AUSTIN, TX 78741",30.225223,-97.702755,Austin,Chaparral
8464,CORNER STORE #1302,District - I. Velazquez,Active,Convenience*,"CORNER STORE #1302, 8205 BRODIE LN, AUSTIN, TX 78745",30.20143,-97.837886,Austin,Chaparral
8465,CORNER STORE #1303,District - I. Velazquez,Active,Convenience*,"CORNER STORE #1303, 8628 MANCHACA RD, AUSTIN, TX 78748",30.185773,-97.81694,Austin,Chaparral
8468,VALERO #1307,District - I. Velazquez,Active,Convenience*,"VALERO #1307, 4600 W WILLIAM CANNON DR, AUSTIN, TX 78749",30.223842,-97.841995,Austin,Chaparral
8471,VALERO #1311,District - I. Velazquez,Active,Convenience*,"VALERO #1311, 7622 W HIGHWAY 71, AUSTIN, TX 78735",30.24159,-97.881153,Austin,Chaparral
8473,CORNER STORE #1319,District - I. Velazquez,Active,Convenience*,"CORNER STORE #1319, 3112 E CESAR CHAVEZ ST, AUSTIN, TX 78702",30.252201,-97.709105,Austin,Chaparral
8483,BARTON SPRINGS MARKET,District - I. Velazquez,Active,Convenience*,"BARTON SPRINGS MARKET, 1525 BARTON SPRINGS RD, AUSTIN, TX 78704",30.261658,-97.761251,Austin,Chaparral
8488,CORNER STORE #552,District - I. Velazquez,Active,Convenience*,"CORNER STORE #552, 2222 E OLTORF ST, AUSTIN, TX 78741",30.230218,-97.731147,Austin,Chaparral
8490,CORNER STORE #80,District - G. Moales,Active,Convenience*,"CORNER STORE #80, 3909 GUADALUPE ST, AUSTIN, TX 78751",30.304773,-97.736466,Austin,Chaparral
8493,VALERO #967,District - I. Velazquez,Active,Convenience*,"VALERO #967, 6009 E BEN WHITE BLVD, AUSTIN, TX 78741",30.212167,-97.716157,Austin,Chaparral
8503,COUNTRY GROCERY,District - I. Velazquez,Active,Convenience*,"COUNTRY GROCERY, 322 MESA DR, DEL VALLE, TX 78617",30.1080975,-97.5881493,Austin,Chaparral
8511,CVS #6822,District - G. Moales,Active,Drug*,"CVS #6822, 5256 BURNETT RD B, AUSTIN, TX 78756",30.32547,-97.740255,Austin,Chaparral
8514,CVS #6892,District - G. Moales,Active,Drug*,"CVS #6892, 2402 GUADALUPE ST, AUSTIN, TX 78705",30.296144,-97.741979,Austin,Chaparral
8518,CVS #6945,District - I. Velazquez,Active,Drug*,"CVS #6945, 4405 E RIVERSIDE DR, AUSTIN, TX 78741",30.233079,-97.723626,Austin,Chaparral
8519,CVS #6964,District - G. Moales,Active,Drug*,"CVS #6964, 2610 LAKE AUSTIN BLVD, AUSTIN, TX 78703",30.281641,-97.775176,Austin,Chaparral
8520,CVS #7210,District - I. Velazquez,Active,Drug*,"CVS #7210, 1950 W William Cannon Dr, AUSTIN, TX 78745",30.20355,-97.806429,Austin,Chaparral
8521,CVS #7243,District - G. Moales,Active,Drug*,"CVS #7243, 3201 BEE CAVE RD STE 132, AUSTIN, TX 78746",30.272175,-97.800492,Austin,Chaparral
8522,CVS #7422,District - I. Velazquez,Active,Drug*,"CVS #7422, 920 HIGHWAY 80, SAN MARCOS, TX 78666",29.881393,-97.919316,Austin,Chaparral
8525,CVS #10888,District - I. Velazquez,Active,Drug*,"CVS #10888, 500 CONGRESS AVE, AUSTIN, TX 78701",30.267337,-97.743395,Austin,Chaparral
8534,CVS #8387,District - G. Moales,Active,Drug*,"CVS #8387, 3500 W SLAUGHTER LN, AUSTIN, TX 78749",30.18428149999999,-97.85002999999999,Austin,Chaparral
8536,CYPRESS BEND CAFETERIA #205,District - G. Moales,Active,All Other Off Premise*,"CYPRESS BEND CAFETERIA #205, 309 E 21ST ST, AUSTIN, TX 78705",30.283489,-97.738286,Austin,Chaparral
8537,BUDDIES MARKET AT SPRINGDALE,District - I. Velazquez,Active,Convenience*,"BUDDIES MARKET AT SPRINGDALE, 1071 SPRINGDALE RD, AUSTIN, TX 78721",30.272109,-97.69104,Austin,Chaparral
8554,MI AMIGO #1941,District - G. Moales,Active,Convenience*,"MI AMIGO #1941, 5511 CAMERON RD, AUSTIN, TX 78723",30.313118,-97.704724,Austin,Chaparral
8565,969 VIBE EXPRESS,District - G. Moales,Active,Convenience*,"969 VIBE EXPRESS, 7700 FM 969, AUSTIN, TX 78724",30.28035,-97.646015,Austin,Chaparral
8566,KWICK IN,District - I. Velazquez,Active,Convenience*,"KWICK IN, 1149 AIRPORT BLVD, AUSTIN, TX 78702",30.273079,-97.697365,Austin,Chaparral
8585,ESCARPMENT EXXON,District - G. Moales,Active,Convenience*,"ESCARPMENT EXXON, 6109 W WILLIAM CANNON DR, AUSTIN, TX 78749",30.229192,-97.864505,Austin,Chaparral
8591,NORTH BLUFF GROCERY STORE,District - I. Velazquez,Active,Convenience*,"NORTH BLUFF GROCERY STORE, 800 E WILLIAM CANNON DR, AUSTIN, TX 78745",30.191253,-97.771875,Austin,Chaparral
8594,EXPRESS FOOD MART #4,District - I. Velazquez,Active,Convenience*,"EXPRESS FOOD MART #4, 5401 MANCHACA RD, AUSTIN, TX 78745",30.217242,-97.796013,Austin,Chaparral
8599,HIGHWAY FOOD MART,District - I. Velazquez,Active,Convenience*,"HIGHWAY FOOD MART, 4535 HIGHWAY 71 E, DEL VALLE, TX 78617",30.187096,-97.606423,Austin,Chaparral
8601,SNACK TIME #3,District - I. Velazquez,Active,Convenience*,"SNACK TIME #3, 8240 BURLESON RD, AUSTIN, TX 78744",30.18365369999999,-97.68817059999999,Austin,Chaparral
8630,EZ FOOD STORE #3,District - I. Velazquez,Active,Convenience*,"EZ FOOD STORE #3, 719 W WILLIAM CANNON DR, AUSTIN, TX 78745",30.196967,-97.788407,Austin,Chaparral
8632,290 EXPRESS,District - G. Moales,Active,Convenience*,"290 EXPRESS, 9520 US-290, AUSTIN, TX 78736",30.230911,-97.934443,Austin,Chaparral
8634,EZ STOP GROCERY & GAS,District - G. Moales,Active,Convenience*,"EZ STOP GROCERY & GAS, 5029 MANOR RD, AUSTIN, TX 78723",30.297877,-97.686911,Austin,Chaparral
8638,GRABOOST,District - G. Moales,Active,Convenience*,"GRABOOST, 4611 EAST M L K, AUSTIN, TX 78721",30.28568,-97.681724,Austin,Chaparral
8647,FAYETTEVILLE STORE,District - G. Moales,Active,Convenience*,"FAYETTEVILLE STORE, 401 E MAIN ST, FAYETTEVILLE, TX 78940",29.906708,-96.672876,Austin,Chaparral
8655,AL'S FOOD MART,District - I. Velazquez,Active,Convenience*,"AL'S FOOD MART, 3503 WEBBERVILLE RD, AUSTIN, TX 78702",30.270374,-97.705913,Austin,Chaparral
8656,FIRST FOOD MART,District - I. Velazquez,Active,Convenience*,"FIRST FOOD MART, 1410 S 1ST ST, AUSTIN, TX 78704",30.250519,-97.755107,Austin,Chaparral
8661,RBM FOOD MART #2,District - G. Moales,Active,Convenience*,"RBM FOOD MART #2, 2601 MANOR RD, AUSTIN, TX 78722",30.28471,-97.715065,Austin,Chaparral
8663,FOOD SPOT (ELMONT DR),District - I. Velazquez,Active,Convenience*,"FOOD SPOT (ELMONT DR), 2538 ELMONT DR, AUSTIN, TX 78741",30.239373,-97.719755,Austin,Chaparral
8664,FOOD SPOT #1939,District - I. Velazquez,Active,Convenience*,"FOOD SPOT #1939, 6607 S PLEASANT VALLEY RD, AUSTIN, TX 78744",30.179218,-97.746621,Austin,Chaparral
8669,FRIENDLY FOOD MART,District - I. Velazquez,Active,Convenience*,"FRIENDLY FOOD MART, 7200 MANCHACA RD, AUSTIN, TX 78745",30.199991,-97.807925,Austin,Chaparral
8675,AL'S FOOD MART (HWY 80),District - I. Velazquez,Active,Convenience*,"AL'S FOOD MART (HWY 80), 1001 HIGHWAY 80, SAN MARCOS, TX 78666",29.882213,-97.916942,Austin,Chaparral
8699,H & R GROCERY,District - I. Velazquez,Active,Convenience*,"H & R GROCERY, 6400 S CONGRESS AVE, AUSTIN, TX 78745",30.196849,-97.777718,Austin,Chaparral
8700,2222 MARKET,District - G. Moales,Active,Convenience*,"2222 MARKET, 1112 W KOENIG LN, AUSTIN, TX 78756",30.329947,-97.729069,Austin,Chaparral
8707,CEDAR CREEK EXPRESS,District - I. Velazquez,Active,Convenience*,"CEDAR CREEK EXPRESS, 2061 STATE HIGHWAY 71 W, CEDAR CREEK, TX 78612",30.141661,-97.472453,Austin,Chaparral
8709,HILL COUNTRY FOOD MART (HWY 71),District - G. Moales,Active,Convenience*,"HILL COUNTRY FOOD MART (HWY 71), 13908 W HIGHWAY 71, AUSTIN, TX 78738",30.3094326,-97.96126579999999,Austin,Chaparral
8711,HILL COUNTRY STOP,District - G. Moales,Active,Convenience*,"HILL COUNTRY STOP, 819 MAIN ST, BLANCO, TX 78606",30.102214,-98.420743,Austin,Chaparral
8717,HITCHING POST DRIVE IN,District - G. Moales,Active,Convenience*,"HITCHING POST DRIVE IN, 14 N KESSLER AVE, SCHULENBURG, TX 78956",29.692082,-96.902227,Austin,Chaparral
8722,HRUSKAS GROCERY STORE,District - G. Moales,Active,Convenience*,"HRUSKAS GROCERY STORE, 109 W STATE HIGHWAY 71, ELLINGER, TX 78938",29.835735,-96.708622,Austin,Chaparral
8723,HUDSON BEND GROCERY,District - G. Moales,Active,Convenience*,"HUDSON BEND GROCERY, 5001 HUDSON BEND RD, AUSTIN, TX 78734",30.412476,-97.926553,Austin,Chaparral
8727,HWY 290 GEN STORE,District - G. Moales,Active,Convenience*,"HWY 290 GEN STORE, 1301 W HIGHWAY 290, DRIPPING SPRINGS, TX 78620",30.197768,-98.107153,Austin,Chaparral
8742,JESTER CITY LIMITS #205,District - G. Moales,Active,All Other Off Premise*,"JESTER CITY LIMITS #205, 101 E 21ST ST, AUSTIN, TX 78712",30.2826575,-97.73820789999999,Austin,Chaparral
8743,JESTER MARKET,District - G. Moales,Active,Convenience*,"JESTER MARKET, 6507 JESTER BLVD STE 1, AUSTIN, TX 78750",30.370093,-97.799846,Austin,Chaparral
8744,JET STOP #43002,District - G. Moales,Active,Convenience*,"JET STOP #43002, 2723 S I H 35, AUSTIN, TX 78741",30.228227,-97.743452,Austin,Chaparral
8754,ANYDAY GROCERY,District - I. Velazquez,Active,Convenience*,"ANYDAY GROCERY, 919 SPRINGDALE RD, AUSTIN, TX 78702",30.261114,-97.697555,Austin,Chaparral
8757,JOHNS FOOD MART,District - I. Velazquez,Active,Convenience*,"JOHNS FOOD MART, 2238 E BEN WHITE BLVD, AUSTIN, TX 78741",30.21655729999999,-97.7396545,Austin,Chaparral
8762,JUDYS LIQUOR,District - G. Moales,Active,Liquor*,"JUDYS LIQUOR, 411 S WASHINGTON ST, FREDERICKSBURG, TX 78624",30.267027,-98.870931,Austin,Chaparral
8770,KING LIQUOR #3,District - G. Moales,Active,Liquor*,"KING LIQUOR #3, 5310 BURNET RD # 100, AUSTIN, TX 78756-2003",30.326786,-97.740343,Austin,Chaparral
8771,KINGS FOOD MART,District - G. Moales,Active,Convenience*,"KINGS FOOD MART, 2907 S 1ST ST, AUSTIN, TX 78704",30.236076,-97.763174,Austin,Chaparral
8774,KINSOLVING DORMITORY #205,District - G. Moales,Active,All Other Off Premise*,"KINSOLVING DORMITORY #205, 2160 UNIVERSITY, AUSTIN, TX 78732",30.284918,-97.734057,Austin,Chaparral
8777,KOOL KORNER (MANOR RD),District - G. Moales,Active,Convenience*,"KOOL KORNER (MANOR RD), 6413 MANOR RD, AUSTIN, TX 78723",30.308224,-97.671024,Austin,Chaparral
8778,YOUR C STORE #3,District - G. Moales,Active,Convenience*,"YOUR C STORE #3, 2146 S US HIGHWAY 77, LA GRANGE, TX 78945",29.88371,-96.875035,Austin,Chaparral
8784,KWIK MART (N LAMAR BLVD),District - G. Moales,Active,Convenience*,"KWIK MART (N LAMAR BLVD), 1200 N LAMAR BLVD, AUSTIN, TX 78703",30.277197,-97.751559,Austin,Chaparral
8804,LAKE AUSTIN CHEVRON,District - G. Moales,Active,Convenience*,"LAKE AUSTIN CHEVRON, 2402 LAKE AUSTIN BLVD, AUSTIN, TX 78703",30.278377,-97.772341,Austin,Chaparral
8807,LAKE HILL GROCERY & MEAT MARKE,District - G. Moales,Active,Convenience*,"LAKE HILL GROCERY & MEAT MARKE, 1500 N CUERNAVACA DR, AUSTIN, TX 78733",30.338609,-97.864963,Austin,Chaparral
8808,LAKELINE GROCERY,District - G. Moales,Active,Convenience*,"LAKELINE GROCERY, 419 FM 1441, BASTROP, TX 78602",30.163767,-97.293385,Austin,Chaparral
8829,CHRIS' LIQUOR,District - I. Velazquez,Active,Liquor*,"CHRIS' LIQUOR, 6800 WEST GATE BLVD STE 147, AUSTIN, TX 78745",30.208212,-97.81517,Austin,Chaparral
8833,LITTLEFIELD PATIO CAFE #205,District - G. Moales,Active,All Other Off Premise*,"LITTLEFIELD PATIO CAFE #205, 201 W DEAN KEETON ST, AUSTIN, TX 78712",30.2893686,-97.73977409999999,Austin,Chaparral
8840,LUCKY FOOD #1,District - I. Velazquez,Active,Convenience*,"LUCKY FOOD #1, 5800 S CONGRESS AVE, AUSTIN, TX 78745",30.203186,-97.775674,Austin,Chaparral
8841,LUCKY FOOD #2,District - G. Moales,Active,Convenience*,"LUCKY FOOD #2, 4327 S 1ST ST, AUSTIN, TX 78745",30.220989,-97.77207,Austin,Chaparral
8847,M & M FOOD MART,District - I. Velazquez,Active,Convenience*,"M & M FOOD MART, 4400 E BEN WHITE BLVD, AUSTIN, TX 78741",30.215977,-97.734185,Austin,Chaparral
8853,BREW MARKET & CAFE,District - G. Moales,Active,Convenience*,"BREW MARKET & CAFE, 3842 AIRPORT BLVD, AUSTIN, TX 78722",30.289108,-97.707523,Austin,Chaparral
8858,MANOR EXPRESS,District - G. Moales,Active,Convenience*,"MANOR EXPRESS, 2101 MANOR RD, AUSTIN, TX 78722",30.283878,-97.719831,Austin,Chaparral
8872,METRO FOOD MART,District - G. Moales,Active,Convenience*,"METRO FOOD MART, 903 RANCH ROAD 620 S, AUSTIN, TX 78734",30.3549552,-97.9603293,Austin,Chaparral
8873,METRO MART (TERI RD,District - I. Velazquez,Active,Convenience*,"METRO MART (TERI RD, 2008 TERI RD, AUSTIN, TX 78744",30.202528,-97.752379,Austin,Chaparral
8877,METS FOOD MART,District - I. Velazquez,Active,Convenience*,"METS FOOD MART, 2800 N WILLIAM CANNON, AUSTIN, TX 78745",30.208333,-97.817509,Austin,Chaparral
8881,MILITARY EXCHANGE - CAMP MABRY,District - G. Moales,Active,Military*,"MILITARY EXCHANGE - CAMP MABRY, 2200 W 35TH ST BLDG 58, AUSTIN, TX 78703",30.312088,-97.761759,Austin,Chaparral
8890,BUDDIES MARKET @ MLK,District - G. Moales,Active,Convenience*,"BUDDIES MARKET @ MLK, 4509 E MLK BLVD, AUSTIN, TX 78721",30.285436,-97.683133,Austin,Chaparral
8896,MOBIL FOOD MART (7TH ST),District - I. Velazquez,Active,Convenience*,"MOBIL FOOD MART (7TH ST), 717 E 7TH ST, AUSTIN, TX 78701",30.266637,-97.735064,Austin,Chaparral
8897,ROSEDALE MARKET,District - G. Moales,Active,Convenience*,"ROSEDALE MARKET, 1309 W 45TH ST, AUSTIN, TX 78756",30.314992,-97.741447,Austin,Chaparral
8902,MONARCH QUICKSTOP,District - G. Moales,Active,Convenience*,"MONARCH QUICKSTOP, 1402 E 38TH 1/2 ST, AUSTIN, TX 78722",30.293103,-97.71621,Austin,Chaparral
8903,RIO MARKET,District - G. Moales,Active,Convenience*,"RIO MARKET, 620 W 29TH ST, AUSTIN, TX 78705",30.296133,-97.74365,Austin,Chaparral
8905,MONTOPOLIS GROCERY,District - I. Velazquez,Active,Convenience*,"MONTOPOLIS GROCERY, 1211 MONTOPOLIS DR, AUSTIN, TX 78741",30.231379,-97.699157,Austin,Chaparral
8914,MUCHOS #2,District - I. Velazquez,Active,Convenience*,"MUCHOS #2, 1723 E OLTORF ST, AUSTIN, TX 78741",30.232559,-97.738433,Austin,Chaparral
8916,MURPHY USA #7209,District - G. Moales,Active,Convenience*,"MURPHY USA #7209, 710 E BEN WHITE BLVD, AUSTIN, TX 78704",30.219194,-97.75524,Austin,Chaparral
8917,MURPHY USA #7211,District - G. Moales,Active,Convenience*,"MURPHY USA #7211, 9300 S INTERSTATE 35, AUSTIN, TX 78748",30.166616,-97.789011,Austin,Chaparral
8922,NEIGHBORHOOD C STORE #2,District - G. Moales,Active,Convenience*,"NEIGHBORHOOD C STORE #2, 700 N CUERNAVACA DR, AUSTIN, TX 78733",30.331775,-97.8693,Austin,Chaparral
8925,NEW WORLD LIQUOR,District - I. Velazquez,Active,Liquor*,"NEW WORLD LIQUOR, 343 S CONGRESS AVE, AUSTIN, TX 78704",30.258074,-97.746154,Austin,Chaparral
8927,NORTHLOOP FOOD STORE,District - G. Moales,Active,Convenience*,"NORTHLOOP FOOD STORE, 120 E NORTH LOOP, AUSTIN, TX 78751",30.317857,-97.72131,Austin,Chaparral
